Unique_ID,Sample,Type,Site,LTER_Site,Depth,Replicate,Core,Date,Group,Group_2,Group_3,Environment,perc_OM,d15N,perc_OrgN,d13C,perc_OrgC,C/N,Lambda,Sigma8,S,V,C,P,S/V,C/V,P/(V+S),Bd/V,Ac/Ads,Ac/Adv,Cumulative_3.900um,Cumulative_31.000um,Cumulative_62.500um,Cumulative_125.000um,Diameter_5.00%,Diameter_7.00%,Diameter_10.00%,Diameter_16.00%,Diameter_50.00%,Diameter_84.00%,Diameter_90.00%,Diameter_95.00%,Diameter_98.00%,perc_Clay,perc_Silt,perc_Sand
154,378M,Marine,MOHK,MOHK,10,2,B,6/29/16,E,G,3,Reef,1.05,3.83,0.03,-22.79,0.26,8.67,0.09,0.02,0.07,0.02,NA,0.06,4.54,0.14,0.64,2.62,0.29,0.35,2.09,8.51,12.8,32.26,13.85,23.44,43,80.29,163.56,327.34,379.09,439.26,485.52,2.09,10.72,87.2
155,383M,Marine,MOHK,MOHK,20,1,T,6/29/16,E,G,3,Reef,1.76,4.81,0.04,-23.14,0.53,13.25,1.6,0.85,1.14,0.45,0.01,0.18,2.51,0.02,0.11,0.2,0.13,0.12,3.99,17.18,29.65,74.07,5.31,8.52,14.15,28.1,89.69,148.5,171.82,211.89,287.54,3.99,25.66,70.35
156,384M,Marine,MOHK,MOHK,20,1,B,6/29/16,E,G,3,Reef,1.86,5.62,0.05,-23.38,0.66,13.2,1.24,0.82,0.86,0.35,0.02,0.18,2.44,0.06,0.15,0.3,0.15,0.14,4.62,20.12,31.15,67.9,4.26,6.46,10.16,20.38,94.11,171.18,209.86,296.31,400.86,4.62,26.53,68.85
157,385M,Marine,MOHK,MOHK,20,2,T,6/29/16,E,G,3,Reef,1.68,5.15,0.05,-23.2,0.56,11.2,0.92,0.51,0.58,0.32,0.01,0.13,1.8,0.04,0.15,0.32,0.17,0.17,4.46,19.62,33.27,78.18,4.51,7.05,11.32,22.28,84.12,137.66,155.89,180.76,210.18,4.46,28.8,66.73
158,386M,Marine,MOHK,MOHK,20,2,B,6/29/16,E,G,3,Reef,2.21,5.43,0.06,-23.75,0.78,13,1.27,0.99,0.88,0.38,0.01,0.13,2.31,0.04,0.1,0.24,0.14,0.15,5.34,23.4,37.66,76.95,3.64,5.37,8.54,16.29,80.93,143.91,168.64,213.64,291.09,5.34,32.32,62.34
159,500E,Estuarine,ABUR E,ABUR E,NA,1,T,6/30/16,F,H,3,Estuary,0.47,4.21,0.02,-23.4,0.11,5.5,3.84,0.42,2.94,0.78,0.12,0.2,3.76,0.15,0.06,0.09,0.1,0.24,0.95,4.01,5.63,9.61,50.54,84.87,130.11,190.24,321.26,434.35,464.35,490.93,538.21,0.95,4.68,94.37
160,501E,Estuarine,ABUR E,ABUR E,NA,1,B,6/30/16,F,H,3,Estuary,0.34,5.26,0.01,-22.49,0.09,9,0.55,0.05,0.4,0.13,0.02,0.25,3.14,0.19,0.47,0.68,0.18,0.35,0.8,3.23,5.09,10.05,61.48,90.62,124.17,166.66,304.61,424.24,457.54,487.28,530.35,0.8,4.29,94.91
161,502E,Estuarine,ABUR E,ABUR E,NA,2,T,6/30/16,F,H,3,Estuary,0.78,6.56,0.02,-24.99,0.24,12,6.01,1.44,4.17,1.55,0.29,0.54,2.69,0.19,0.1,0.06,0.08,0.19,1.22,4.89,7.36,13.64,34.62,58.79,90.39,148.22,310.18,427.79,459.94,488.58,533.19,1.22,6.15,92.64
162,503E,Estuarine,ABUR E,ABUR E,NA,2,B,6/30/16,F,H,3,Estuary,0.52,6.58,0.02,-24.96,0.15,7.5,2.9,0.44,2.08,0.58,0.25,0.49,3.61,0.43,0.19,0.11,0.09,0.3,1.72,7.4,10.65,15.81,16.11,28.82,56.66,126.68,306.59,425.65,458.52,487.84,531.63,1.72,8.93,89.35
163,504E,Estuarine,ABUR E,ABUR E,NA,3,T,6/30/16,F,H,3,Estuary,6.52,5.26,0.19,-26.49,2.25,11.84,3.14,7.07,1.92,0.96,0.27,0.6,2.01,0.28,0.21,0.08,0.14,0.43,6.01,40.83,65.11,86.97,3.29,4.52,6.65,10.63,41.18,109.97,149.21,265.59,387.42,6.01,59.1,34.89
164,505E,Estuarine,ABUR E,ABUR E,NA,3,B,6/30/16,F,H,3,Estuary,3.77,4.59,0.1,-26.03,1.3,13,7.33,9.53,5.32,1.58,0.44,0.68,3.37,0.28,0.1,0.09,0.21,0.62,14.12,52.78,76.85,96.77,1.66,2.1,2.78,4.6,28,76.39,91.72,111.73,134.39,14.12,62.73,23.15
165,506E,Estuarine,GOSL,GOSL,NA,1,T,7/2/16,F,H,2,Estuary,1.89,5.76,0.03,-23.47,0.45,15,0.72,0.32,0.46,0.19,0.07,0.16,2.45,0.36,0.24,0.23,0.14,0.43,3.97,16.76,23.41,36.69,5.58,8.51,14.06,32.11,165.67,340.88,388.76,446.81,488.8,3.97,19.45,76.59
166,507E,Estuarine,GOSL,GOSL,NA,1,B,7/2/16,F,H,2,Estuary,2.15,5.27,0.05,-23.63,0.74,14.8,0.89,0.66,0.6,0.23,0.07,0.18,2.64,0.3,0.22,0.24,0.25,0.53,7.2,33.22,49.05,72.3,2.81,3.78,5.65,10.05,64.86,162.96,192.48,238.3,308.23,7.2,41.85,50.95
167,508E,Estuarine,GOSL,GOSL,NA,2,T,7/2/16,F,H,2,Estuary,5.01,5.83,0.17,-25.23,1.62,9.53,1.41,2.28,0.92,0.35,0.14,0.22,2.68,0.4,0.17,0.1,0.24,0.56,5.68,32.81,48.26,68.12,3.57,4.92,7.18,11.65,71.27,187.51,234.97,310.45,401.06,5.68,42.58,51.74
168,509E,Estuarine,GOSL,GOSL,NA,2,B,7/2/16,F,H,2,Estuary,2.98,5.39,0.1,-24.82,1.06,10.6,1.46,1.55,0.94,0.34,0.18,0.23,2.74,0.52,0.18,0.13,0.1,0.45,6.13,30.23,44.37,68.08,3.24,4.48,6.74,11.53,78.12,179.13,219.93,295.45,392.6,6.13,38.24,55.63
169,510E,Estuarine,GOSL,GOSL,NA,3,T,7/2/16,F,H,2,Estuary,3.9,5.55,0.08,-24.53,1.03,12.88,1.86,1.92,1.25,0.46,0.14,0.25,2.71,0.31,0.14,0.11,0.17,0.4,5.74,29.04,44.14,65.86,3.4,4.83,7.39,12.62,77.97,219.32,295.63,378.81,454.19,5.74,38.4,55.86
170,511E,Estuarine,GOSL,GOSL,NA,3,B,7/2/16,F,H,2,Estuary,2.83,5.26,0.08,-24.24,1.3,16.25,1.68,2.19,1.14,0.43,0.11,0.19,2.63,0.25,0.12,0.11,0.15,0.39,9.14,38.6,56.35,79.08,2.36,3.08,4.4,7.9,51.49,148.78,194.43,263.55,330.58,9.14,47.21,43.65
171,512E,Estuarine,GOSL,GOSL,NA,4,T,7/2/16,F,H,2,Estuary,5.17,1.63,0.14,-27.37,2.49,17.79,1.85,4.61,1.24,0.51,0.11,0.2,2.43,0.22,0.12,0.23,0.18,0.47,7.89,35.52,56.34,88.72,2.57,3.44,5.14,9.41,53.22,111.04,129.76,155.4,185.43,7.89,48.45,43.66
172,513E,Estuarine,GOSL,GOSL,NA,4,B,7/2/16,F,H,2,Estuary,4.04,1.39,0.1,-27.84,1.58,15.8,3.61,5.7,2.32,1.1,0.19,0.36,2.11,0.18,0.11,0.13,0.19,0.43,8.89,40.83,64.35,94.46,2.38,3.14,4.57,8.32,43.52,93.67,108.26,127.14,147.9,8.89,55.46,35.65
173,45S,Stream,AB00,AB00,NA,NA,NA,1/20/17,I,I,3,Stream,5.23,4.14,0.18,-25.71,1.84,10.22,2.42,4.46,1.52,0.62,0.28,0.17,2.43,0.44,0.08,0.13,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,35S,Stream,ATMY,ATMY,NA,NA,NA,1/20/17,I,I,2,Stream,9.04,2.22,0.22,-27.51,3.2,14.55,4.34,13.9,2.8,1.39,0.15,0.51,2.02,0.11,0.12,0.08,0.17,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,36S,Stream,GATE,TE03,NA,NA,NA,1/20/17,I,I,2,Stream,6.42,4.81,0.2,-26.22,2.21,11.05,3.32,7.33,1.97,0.96,0.39,0.16,2.06,0.41,0.06,0.1,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,25S,Stream,MC00,MC00,NA,NA,NA,1/20/17,I,I,3,Stream,9.91,3.48,0.34,-27.65,4.38,12.88,3.49,15.29,2.23,0.89,0.37,0.38,2.49,0.42,0.12,0.16,0.33,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,57S,Stream,SPLV,SP02,NA,NA,NA,1/20/17,I,I,2,Stream,5.38,3.87,0.16,-26.09,1.9,11.88,3.41,6.48,1.99,0.92,0.5,0.2,2.15,0.54,0.07,0.15,0.19,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,29S,Stream,BC02,BC02,NA,NA,NA,1/22/17,I,I,2,Stream,4.44,4.07,0.12,-26.15,1.43,11.92,2.85,4.07,1.83,0.76,0.26,0.19,2.41,0.34,0.07,0.21,0.36,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,26S,Stream,GV01,GV01,NA,NA,NA,1/22/17,I,I,1,Stream,3.69,3.69,0.14,-25.79,1.28,9.14,2.67,3.41,1.7,0.63,0.34,0.22,2.7,0.54,0.09,0.21,0.35,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,37S,Stream,RG01,RG01,NA,NA,NA,1/22/17,I,I,1,Stream,3.36,2.77,0.11,-26.49,1.03,9.36,2.89,2.97,1.89,0.75,0.25,0.18,2.51,0.33,0.07,0.37,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,1E,Estuarine,ABUR E,ABUR E,NA,1,T,3/2/17,H,J,3,Estuary,0.38,7.18,0.02,-22.71,0.07,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,2.61,3.54,6.86,NA,128.47,NA,222.88,333.19,NA,468.99,493.38,543.47,0.9,2.64,96.46
182,2E,Estuarine,ABUR E,ABUR E,NA,1,B,3/2/17,H,J,3,Estuary,4.39,6.4,0.13,-24.67,1.03,7.92,1.86,1.92,1.02,0.76,0.09,0.19,1.35,0.12,0.11,0.18,NA,0.3,26.5,78.97,97.87,100,NA,1.4,NA,2.44,10.02,NA,44.21,53.16,63.19,26.5,71.37,2.13
183,3E,Estuarine,ABUR E,ABUR E,NA,2,T,3/2/17,H,J,3,Estuary,0.49,0.97,0.01,-21.97,0.07,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.16,5.3,NA,148.79,NA,217.67,329.68,NA,467.65,492.68,541.97,0,1.16,98.84
184,4E,Estuarine,ABUR E,ABUR E,NA,2,B,3/2/17,H,J,3,Estuary,0.47,1.15,0.01,-34.33,0.2,20,0.17,0.03,0.12,0.05,NA,NA,2.45,NA,NA,NA,NA,0.45,0,0,1.34,7.45,NA,120.83,NA,186.27,316.15,NA,462.29,489.83,535.85,0,1.34,98.66
185,5E,Estuarine,ABUR E,ABUR E,NA,3,T,3/2/17,H,J,3,Estuary,0.94,2.09,0.02,-24.21,0.16,8,1.75,0.28,1.14,0.54,0.07,0.15,2.09,0.12,0.09,0.27,0.42,0.28,3.3,12.29,17.95,35.09,NA,10.65,NA,52.6,179.7,NA,409.27,460.88,494.92,3.3,14.65,82.05
186,6E,Estuarine,ABUR E,ABUR E,NA,3,B,3/2/17,H,J,3,Estuary,0.78,1.54,0.03,-24.95,0.24,8,2.48,0.6,1.52,0.75,0.2,0.17,2.03,0.27,0.07,0.21,0.47,0.23,4.4,17.82,24.64,34.71,NA,6.63,NA,23.7,215.39,NA,430.82,472.87,500.23,4.4,20.24,75.36
187,10E,Estuarine,GOSL,GOSL,NA,2,B,3/8/17,H,J,2,Estuary,1.99,4.72,0.06,-24.35,0.69,11.5,2.01,1.39,1.21,0.51,0.29,0.11,2.37,0.58,0.06,0.2,NA,0.32,7.09,31.18,45.28,65.1,NA,3.85,NA,9.94,75.98,NA,318.04,393.33,463.5,7.09,38.19,54.72
188,11E,Estuarine,GOSL,GOSL,NA,3,T,3/8/17,H,J,2,Estuary,4.49,5.69,0.16,-23.95,1.81,11.31,2.3,4.17,1.37,0.6,0.34,0.12,2.29,0.57,0.06,0.15,NA,0.18,13.11,59.09,79.24,93.67,NA,2.55,NA,4.66,19.7,NA,104.22,134.54,166.65,13.11,66.13,20.76
189,12E,Estuarine,GOSL,GOSL,NA,3,B,3/8/17,H,J,2,Estuary,3.65,4.07,0.13,-24.85,1.57,12.08,2.53,3.98,1.49,0.69,0.35,0.17,2.18,0.52,0.08,0.23,NA,0.27,10.71,47.16,69.25,92.3,NA,2.81,NA,6.01,34.63,NA,115.01,141.3,171.27,10.71,58.54,30.75
190,13E,Estuarine,GOSL,GOSL,NA,4,T,3/8/17,H,J,2,Estuary,4.63,4.02,0.16,-26.46,1.85,11.56,3.76,6.96,2.36,0.96,0.45,0.41,2.45,0.46,0.12,0.12,0.35,0.22,10.75,61.82,91.38,99.97,NA,2.84,NA,5.71,21.05,NA,60.19,71.45,83.94,10.75,80.63,8.62
191,14E,Estuarine,GOSL,GOSL,NA,4,B,3/8/17,H,J,2,Estuary,3.2,3.75,0.11,-25.47,1.33,12.09,3.16,4.21,2.19,0.7,0.27,0.13,3.11,0.38,0.04,0.16,0.27,0.2,10.52,55.94,82.73,98.58,NA,2.87,NA,5.91,25.13,NA,78.89,97.49,118.79,10.52,72.21,17.27
192,7E,Estuarine,GOSL,GOSL,NA,1,T,3/8/17,H,J,2,Estuary,0.74,2.41,0.02,-21.09,0.12,6,3.62,0.43,2.58,0.64,0.39,NA,4.03,0.61,NA,0.21,NA,0.25,0,2.88,5.34,14.93,NA,81.26,NA,129.01,245.81,NA,435.49,475.41,505.37,0,5.34,94.66
193,8E,Estuarine,GOSL,GOSL,NA,1,B,3/8/17,H,J,2,Estuary,0.5,1.53,0.01,-21.42,0.07,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.36,7.41,NA,121.95,NA,168.52,296.81,NA,454.61,485.71,526.98,0,1.36,98.64
194,9E,Estuarine,GOSL,GOSL,NA,2,T,3/8/17,H,J,2,Estuary,1.36,3.48,0.03,-22.48,0.3,10,1.51,0.45,0.88,0.4,0.23,0.09,2.19,0.56,0.07,0.25,NA,0.34,3.66,14.05,21.28,40.83,NA,9.45,NA,40.08,153.38,NA,391.82,449.33,489.93,3.66,17.62,78.72
195,431M,MarineRunoff,AHND,AHND,10,4,T,3/13/17,G,K,1,Reef,1.08,2.08,0.04,-20.51,0.21,5.25,0.36,0.08,0.28,0.08,<0.01,0.13,3.38,0.02,0.37,0.71,0.27,0.19,1.97,8.37,12.25,59.17,NA,24.35,NA,71.18,114.05,NA,189.34,221.15,278.65,1.97,10.28,87.75
196,432M,MarineRunoff,AHND,AHND,10,4,B,3/13/17,G,K,1,Reef,0.99,2.91,0.03,-20.99,0.21,7,0.55,0.11,0.43,0.11,NA,0.13,3.81,NA,0.24,0.49,0.17,0.16,2.29,9.33,14.3,58.58,NA,21.16,NA,66.35,113.92,NA,196.34,235.37,310.79,2.29,12.01,85.7
197,433M,MarineRunoff,AHND,AHND,10,3,T,3/13/17,G,K,1,Reef,1.09,2.85,0.03,-20.69,0.22,7.33,0.51,0.11,0.37,0.13,<0.01,0.18,2.77,0.03,0.36,0.87,0.32,0.27,1.93,8.07,11.54,56.02,NA,25.5,NA,73.28,117.44,NA,200.57,241.95,337.51,1.93,9.61,88.46
198,434M,MarineRunoff,AHND,AHND,10,3,B,3/13/17,G,K,1,Reef,1.28,3,0.04,-21.8,0.3,7.5,1.4,0.42,1.19,0.21,<0.01,0.17,5.66,0.02,0.12,0.43,0.14,0.14,2.15,8.98,13.47,53.53,NA,22.03,NA,69.45,120.1,NA,216.53,272.88,370.63,2.15,11.32,86.53
199,435M,MarineRunoff,AHND,AHND,10,2,T,3/13/17,G,K,1,Reef,0.97,3.32,0.04,-26.11,0.32,8,0.23,0.08,0.2,0.04,NA,0.04,5.3,NA,0.16,1.69,0.12,0.21,1.97,8.22,11.89,56.97,NA,24.88,NA,72.33,116.33,NA,197.1,236.17,318.05,1.97,9.92,88.11
200,436M,MarineRunoff,AHND,AHND,10,2,B,3/13/17,G,K,1,Reef,2.17,3.82,0.05,-22.9,0.46,9.2,1.59,0.73,1.12,0.46,0.01,0.23,2.43,0.02,0.15,0.31,0.09,0.21,2.39,10.64,16.78,55,NA,17.52,NA,59.75,117.46,NA,233.83,314.31,409.79,2.39,14.38,83.22
201,437M,MarineRunoff,AHND,AHND,10,1,T,3/13/17,G,K,1,Reef,1.08,3.53,0.04,-21.47,0.26,6.5,0.44,0.11,0.33,0.1,<0.01,0.14,3.18,0.03,0.33,0.77,0.14,0.19,2.45,9.37,13.5,57.5,NA,20.44,NA,68.64,115.39,NA,198.19,238.15,322.04,2.45,11.05,86.5
202,438M,MarineRunoff,AHND,AHND,10,1,B,3/13/17,G,K,1,Reef,1.79,3.32,0.05,-23,0.39,7.8,1.57,0.61,1.17,0.39,0.01,0.2,2.97,0.04,0.13,0.45,0.13,0.17,2.8,12.13,19.14,62.22,NA,14.12,NA,52.68,108.04,NA,199.11,254.4,367.5,2.8,16.34,80.86
203,401M,Marine,AQUE,AQUE,20,2,T,3/13/17,G,L,1,Reef,1.25,3.73,0.04,-21.4,0.31,7.75,1.67,0.52,1.33,0.34,<0.01,0.16,3.94,0.01,0.1,0.21,0.21,0.14,3.39,13.99,26.52,81.82,NA,12.13,NA,40.24,86.82,NA,143.27,161.62,181.22,3.39,23.14,73.48
204,402M,Marine,AQUE,AQUE,20,2,B,3/13/17,G,L,1,Reef,1.3,4.08,0.05,-21.87,0.39,7.8,1.17,0.46,0.84,0.33,0.01,0.18,2.56,0.02,0.15,0.28,0.29,0.17,4.19,17.81,30.35,82.41,NA,7.93,NA,25.91,84.54,NA,142.5,161.04,180.88,4.19,26.17,69.65
205,403M,Marine,AQUE,AQUE,20,3,T,3/13/17,G,L,1,Reef,1.24,4.47,0.04,-21.47,0.32,8,1.51,0.48,1.15,0.35,0.01,0.18,3.25,0.03,0.12,0.27,0.29,0.15,3.15,13.46,25.77,81.92,NA,13.08,NA,43.55,87.07,NA,143,161.26,180.81,3.15,22.62,74.23
206,404M,Marine,AQUE,AQUE,20,3,B,3/13/17,G,L,1,Reef,1.19,4.21,0.04,-21.83,0.35,8.75,1.74,0.61,1.31,0.42,0.01,0.2,3.17,0.02,0.12,0.25,0.27,0.16,3.47,14.97,25.32,77.88,NA,10.29,NA,35.99,90.96,NA,150.89,171.68,196.79,3.47,21.85,74.68
207,405M,Marine,AQUE,AQUE,20,4,T,3/13/17,G,L,1,Reef,0.97,3.89,0.04,-21.7,0.3,7.5,1.46,0.44,1.11,0.33,0.01,0.2,3.33,0.02,0.14,0.3,0.25,0.17,2.88,12.29,23,78.42,NA,15.14,NA,49.09,91.37,NA,149.13,169.08,193.12,2.88,20.12,77
208,406M,Marine,AQUE,AQUE,20,4,B,3/13/17,G,L,1,Reef,1.25,4.17,0.04,-21.41,0.34,8.5,2.55,0.87,2.03,0.51,0.01,0.23,3.99,0.02,0.09,0.22,0.25,0.14,3.63,15.07,27.3,80.87,NA,10.3,NA,35.74,87.23,NA,145.12,164.43,186.33,3.63,23.67,72.7
209,413M,Marine,AQUE,AQUE,20,1,T,3/13/17,G,L,1,Reef,1.24,3.81,0.04,-21.44,0.33,8.25,2.52,0.83,1.99,0.52,0.01,0.26,3.8,0.02,0.1,0.31,0.23,0.15,3.37,14.1,26.02,81.01,NA,11.83,NA,40.31,87.79,NA,144.55,163.56,185.06,3.37,22.65,73.98
210,414M,Marine,AQUE,AQUE,20,1,B,3/13/17,G,L,1,Reef,1.15,4.28,0.05,-20.69,0.38,7.6,2.83,1.08,2.22,0.61,0.01,0.22,3.62,0.01,0.08,0.17,0.16,0.13,3.57,14.65,25.44,78.89,NA,10.35,NA,37.92,89.96,NA,148.62,168.76,192.97,3.57,21.87,74.56
211,419M,Marine,AQUE,AQUE,10,4,B,3/13/17,G,L,1,Reef,1.8,3.3,0.05,-22.14,0.4,8,1.84,0.74,1.54,0.29,<0.01,0.16,5.26,0.01,0.09,0.4,0.18,0.15,2.33,10.02,15.8,52.07,NA,18.76,NA,62.92,121.62,NA,276.84,363.45,443.99,2.33,13.47,84.2
212,420M,Marine,AQUE,AQUE,10,4,T,3/13/17,G,L,1,Reef,1.05,2.84,0.04,-22.22,0.35,8.75,1.33,0.47,1.03,0.3,<0.01,0.13,3.5,0.02,0.1,0.29,0.12,0.13,2.37,9.72,14.94,52.74,NA,19.56,NA,65.4,120.9,NA,244.61,324.65,415.9,2.37,12.57,85.06
213,421M,Marine,AQUE,AQUE,10,3,T,3/13/17,G,L,1,Reef,0.76,2.75,0.03,-21.42,0.19,6.33,0.16,0.03,0.13,0.03,NA,0.09,4.48,NA,0.58,0.95,NA,0.17,1.57,6.01,8.7,41.66,NA,45.05,NA,84.31,137.68,NA,278.19,357.61,437.31,1.57,7.13,91.3
214,422M,Marine,AQUE,AQUE,10,3,B,3/13/17,G,L,1,Reef,1.01,3.14,0.04,-21.17,0.3,7.5,0.67,0.2,0.49,0.17,<0.01,0.14,2.84,0.02,0.22,0.25,0.1,0.14,2.38,9.91,15.53,58.35,NA,19.17,NA,63.56,113.4,NA,212.57,279.95,385.82,2.38,13.15,84.47
215,423M,Marine,AQUE,AQUE,10,2,T,3/13/17,G,L,1,Reef,0.85,2.95,0.04,-26.08,0.29,7.25,0.41,0.12,0.36,0.05,NA,0.1,7.86,NA,0.25,0.56,0.06,0.11,1.72,6.9,9.91,43.49,NA,32,NA,81.09,134.9,NA,277.18,358.35,438.63,1.72,8.19,90.09
216,424M,Marine,AQUE,AQUE,10,2,B,3/13/17,G,L,1,Reef,1.63,3.57,0.05,-23.59,0.49,9.8,0.95,0.47,0.76,0.19,<0.01,0.12,4.07,0.02,0.13,0.44,0.11,0.16,2.51,10.34,15.92,53.47,NA,17.44,NA,62.65,119.6,NA,256.14,343.93,430.42,2.51,13.41,84.08
217,425M,Marine,AQUE,AQUE,10,1,T,3/13/17,G,L,1,Reef,1.21,3.24,0.04,-20.89,0.26,6.5,0.49,0.13,0.39,0.09,<0.01,0.15,4.17,0.03,0.3,0.61,0.1,0.15,2.06,8.16,12.07,50.74,NA,24.83,NA,73.15,123.95,NA,240.02,316.4,408.79,2.06,10.01,87.93
218,426M,Marine,AQUE,AQUE,10,1,B,3/13/17,G,L,1,Reef,1.11,3.07,0.04,-21.93,0.34,8.5,1.04,0.36,0.79,0.25,<0.01,0.14,3.1,0.02,0.14,0.33,0.12,0.13,2.45,9.93,16.01,56.36,NA,18.99,NA,62.13,115.53,NA,236.54,320.41,414.58,2.45,13.56,83.99
219,523M,Marine,IVEE,IVEE,10,2,B,3/13/17,G,L,2,Reef,6.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.38,70.36,93.51,99.94,NA,2.29,NA,4.28,14.73,NA,54.54,67.52,82.85,14.38,79.13,6.49
220,524M,Marine,IVEE,IVEE,10,1,T,3/13/17,G,L,2,Reef,6.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.89,63.44,88.79,99.55,NA,2.27,NA,4.46,17.91,NA,65.45,81.17,99.31,13.89,74.91,11.21
221,525M,Marine,IVEE,IVEE,10,1,B,3/13/17,G,L,2,Reef,6.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.91,77.85,97.65,100,NA,1.62,NA,3.17,11.67,NA,44.96,54.02,64.6,19.91,77.73,2.35
222,526M,Marine,IVEE,IVEE,10,4,T,3/13/17,G,L,2,Reef,7.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.68,28.13,38.55,44.33,NA,4.12,NA,10.74,410.33,NA,1265.36,1503.81,1755.77,6.68,31.87,61.45
223,527M,Marine,IVEE,IVEE,10,2,T,3/13/17,G,L,2,Reef,5.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.81,20.57,28.44,33.47,NA,5.88,NA,17.31,495.54,NA,1234.8,1476.29,1736.02,4.81,23.63,71.56
224,528M,Marine,IVEE,IVEE,10,3,B,3/13/17,G,L,2,Reef,9.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.71,35.59,51.44,65.02,NA,3.56,NA,8.84,59.06,NA,379.46,440.38,485.96,7.71,43.73,48.56
225,529M,Marine,IVEE,IVEE,10,3,T,3/13/17,G,L,2,Reef,3.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.79,25.11,34.86,41.26,NA,4.73,NA,12.66,321.38,NA,1036.79,1313.17,1610.99,5.79,29.07,65.14
226,530M,Marine,IVEE,IVEE,10,4,B,3/13/17,G,L,2,Reef,3.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.24,23.92,33.39,39.56,NA,5.23,NA,13.89,326.04,NA,1126.81,1445.1,1783.94,5.24,28.15,66.61
227,535M,Marine,IVEE,IVEE,20,1,T,3/13/17,G,L,2,Reef,0.73,4.03,0.03,-22.53,0.23,7.67,0.52,0.12,0.39,0.13,0.01,0.16,3.04,0.04,0.3,0.65,0.14,0.23,2.26,8.21,13.38,44.96,NA,23.38,NA,70.05,133.9,NA,287.68,366.82,443.88,2.26,11.12,86.62
228,536M,Marine,IVEE,IVEE,20,1,B,3/13/17,G,L,2,Reef,1.26,4.43,0.04,-22.53,0.32,8,0.82,0.26,0.6,0.22,0.01,0.18,2.76,0.04,0.22,0.48,0.15,0.19,3.08,11.67,18.53,51.41,NA,13.11,NA,53.91,122.47,NA,267.46,349.51,431.84,3.08,15.46,81.47
229,537M,Marine,IVEE,IVEE,20,2,B,3/13/17,G,L,2,Reef,1.36,3.94,0.04,-22.67,0.33,8.25,0.78,0.26,0.59,0.18,0.01,0.16,3.28,0.04,0.21,0.57,0.15,0.21,2.87,11.7,17.99,48.9,NA,13.35,NA,54.18,126.93,NA,272.73,353.67,434.56,2.87,15.13,82.01
230,538M,Marine,IVEE,IVEE,20,2,T,3/13/17,G,L,2,Reef,0.8,4.61,0.03,-22.82,0.24,8,0.68,0.16,0.53,0.14,0.01,0.19,3.84,0.05,0.28,0.57,0.13,0.23,2.77,10.67,17.77,54.59,NA,15.62,NA,57.64,117.41,NA,242.08,317.91,408.57,2.77,15.01,82.23
231,543M,Marine,IVEE,IVEE,20,3,T,3/13/17,G,L,2,Reef,0.72,3.83,0.03,-22.35,0.22,7.33,0.68,0.15,0.55,0.13,0.01,0.16,4.33,0.05,0.23,0.67,0.14,0.24,2.4,8.66,13.5,44.46,NA,21.34,NA,70.37,134.71,NA,292.92,372.48,448.52,2.4,11.1,86.5
232,544M,Marine,IVEE,IVEE,20,3,B,3/13/17,G,L,2,Reef,1.19,4.03,0.03,-23.9,0.28,9.33,0.68,0.19,0.5,0.18,0.01,0.15,2.85,0.04,0.22,0.53,0.16,0.2,3.14,12.47,19.02,48.35,NA,11.46,NA,50.38,128.1,NA,291.02,371.44,447.96,3.14,15.88,80.98
